roaster,name,link,price,altitude,varietal,processing,estate,roast_level,tasting_notes,description,country,scraped_at,transformed_at,location,producers,aroma,acidity,body,other_properties
blue_tokai,French Roast,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/french-roast,470,1350,"",washed,,DARK,"strong , cocoa , bitter sweet","our darkest roasted coffee , the french roast is a blend best enjoyed black for those who like their coffee bold , like a traditional espresso with bittersweet notes . if you’re looking to add milk and still retain a definite bite , this is a great choice . we recommend brewing this as an espresso or using manual brewing equipment such as french press or manual grinder . french roast",india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,"chikmagalur , shevaroys",,,low,heavy,""
blue_tokai,Diwali Blend,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/diwali-blend-1,520,1275,"","natural , washed",,MEDIUM,"dark chocolate , apricot , dried blueberry","brew celebrations this festive season with our limited - edition diwali blend , crafted from a carefully selected mix of natural and washed coffees sourced from our partner farms in karnataka and tamil nadu . we chose to roast it medium to highlight a balanced flavour profile that thrives across various festive recipes . with each cup , the rich aroma of dried fruits draws you in . a syrupy mouthfeel unfolds next , revealing notes of dark chocolate , apricots , and dried blueberry . for the finish , an aftertaste of berries and chocolate lingers . the result is a well - rounded cup with medium acidity , body , and sweetness . perfect for gatherings , it delights in versatile forms ranging from a comforting latte to a vibrant coffee cocktail . our roasters suggest brewing it as an espresso , in a moka pot or french press , or as a pour over . diwali blend",india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,chikmagalur + biligiri hills,,dried fruits,medium,syrupy,""
blue_tokai,Dhak Blend | Aluminium Coffee Capsules,https://bluetokaicoffee.com/collections/you-may-also-like-1/products/dhak-blend-aluminium-coffee-capsules,550,1030,"sln-9, sln-795",natural,,DARK,"dark chocolate , cocoa , fruit jam",not available dhak blend | aluminium coffee capsules,india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,chikmagalur,,,low,heavy,""
blue_tokai,Dhak Blend,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/dhak-blend,510,1030,"sln-9, sln-795","natural , naturally",,DARK,"dark chocolate , cocoa , fruit jam","our dhak blend is an ode to one of our favorite indian trees with its colorful flame - like flowers that signal the onset of spring . the coffees used in this blend are naturally processed which means that the coffee beans are dried with the cherry , resulting in complex , fruity and sweet flavours . roasted dark to bring out flavours of dark chocolate and fruit jam , this blend ' s heavy cocoa body leaves a smooth lingering aftertaste . our roasting team recommends the dhak blend for espresso - based drinks as well as manual brews such as the moka pot and the french press . dhak blend",india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,chikmagalur,,,low,"smooth , cocoa , heavy",""
blue_tokai,Customised Sampler Pack,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/customised-sampler-pack,490,,,,,,"attikan estate , silver oak , vienna roast",not available customised sampler pack,india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,,,,,,""
blue_tokai,Cold Brew Blend Light,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/cold-brew-blend-light,490,1200,sln-9,washed,,LIGHT,"blueberry , milk chocolate , fruity","our cold brew light is a seasonal blend of washed , honey and natural processed coffees roasted light to enhance the fruity and refreshing citrus notes with a chocolatey finish . crafted especially for a light fruity cold brew , this blend is best had black over ice , but also works well as pour over and aero press . cold brew blend light",india,2024-09-02 04:50:20.177986,2024-10-10 04:25:14.406140,"nelliyampathy , sheveroy",,,,,fruity
blue_tokai,Cold Brew Blend Bold,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/cold-brew-blend-dark-roast,490,1100,"sln-9, sln-795",washed,,MEDIUM_DARK,"dark chocolate , toffee , roasted hazelnut",not available cold brew blend bold,india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,"chikmagalur , br hills",,,low,medium heavy,""
blue_tokai,Cold Brew Bags - Gowri Estate,https://bluetokaicoffee.com/collections/you-may-also-like-1/products/cold-brew-bags-gowri-estate,500,1360,,,gowri,,,not available cold brew bags - gowri estate,india,2024-09-02 04:50:20.177986,2024-10-10 04:25:14.406140,"yercaud, tamil nadu","msp coffee, navin rajes",,,,""
blue_tokai,Classic Bold,https://bluetokaicoffee.com/collections/you-may-also-like-1/products/classic-bold-cold-brew-cans,,,,,,,,not available classic bold,india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,,,,,,""
blue_tokai,Sandalwood Estate,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/sandalwood-estate,490,1025,sarchimor,washed,"sandalwood, barbara, attikan",MEDIUM_DARK,"dark chocolate , prune , orange marmalade","this perennial coffee from 2023 ' s harvest , sandalwood estate , is delicious with tasting notes of rich dark chocolate , sweet prune and zesty orange marmalade . this washed coffee , with coffee beans of the sarchimor variety , was grown at a lush coffee estate in coorg . if you’ve tried our coffees from attikan and baarbara estates , you’ll love the chocolatey flavour profile of this medium - dark roast . this heavy bodied coffee has a smooth , syrupy mouthfeel which can best be enjoyed when brewed as an espresso , pour over or using an aeropress , moka pot or french press . the long , sweet aftertaste of butter biscuits and dried fruit come through beautifully when you allow the brew to cool down a little . sandalwood estate",india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,"coorg, karnataka, chickmagaluru","shreeraksha purnesh, sangameshwar group","butter biscuits , dried fruit",medium,"syrupy , heavy , smooth",long aftertaste
blue_tokai,CIMA Yeast Fermented Natural,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/baarbara-estate-cima,700,1385,sln-795,cima yeast fermented natural,barbara,LIGHT,"stewed apple , chamomile , jackfruit , pomegranate","our second offering from producer series ' 24 marks baarbara estate ' s return to the series . our latest offering is a bright and sharp light roast , processed using the cima yeast . ripe coffee cherries are handpicked and washed in a water stream that courses through the estate . after careful sorting , the cherries are mixed and fermented for 72 hours using the cima yeast which enhances their fruity notes while preserving their delicate character . finally , the cherries are dried on raised beds for a minimum of 20 days until they reach the perfect moisture content . the result is a beautifully vibrant coffee bean with notes of stewed apple , chamomile , jackfruit , and pomegranate . the aroma invites you in with whispers of berries and dried fruits , while a delightful fruity finish lingers on the palate . as sreeraksha , one of the producers who envisioned and nurtured this lot , puts it , “this year , we wanted a different flavour profile , so we tried the cima yeast . it lowered the intensity but increased the sharpness of the flavours and this change helped us get a much brighter and sharper coffee” . cima yeast fermented natural",india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,"chickmagaluru, karnataka",shreeraksha purnesh,,medium high,medium,fruity
blue_tokai,Basankhan Estate,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/basankhan-estate,470,1450,sln-795,washed,basankhan,DARK,"bittersweet , roasted malt , toffee","we are thrilled to present our first ever single origin dark roast , with coffee beans sourced from a new partner farm— estate in chikmagalur , karnataka . this coffee has a journey of rich , complex flavours that will leave you craving for more . as you take a sip , enjoy the velvety mouthfeel reminiscent of dark chocolate , which enhances the overall richness of this brew . the coffee’s body is heavy and round , creating a luscious and full - bodied experience that envelops your palate . if you’ve liked our dark roasts like vienna and dhak , you’ll love this one ! the basankhan estate is a family - owned farm located in chikmagalur , karnataka with a rich history spanning over 100 years . in addition to coffee , the estate cultivates other crops such as black pepper , oranges , cardamom , lemons , and bananas . basankhan estate",india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,"chickmagaluru, karnataka",,,low,"full , heavy , round , velvety",""
blue_tokai,Kolli Berri Estate,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/kolli-berri-estate,560,1074,sln-795,washed,kolli berri,MEDIUM_DARK,"molasses , prune , dark chocolate","our first coffee from harvest ‘24 is a medium - dark roast with chocolatey and nutty flavours . this single - origin ground coffee hails from the beautiful kolli berri estate , set in chikmagalur , karnataka . while brewing this one , you’ll notice the unique characteristics of the coffee beans , starting with the aroma of dried fruits , followed by a syrupy mouthfeel in every sip . with medium acidity and medium - high bitterness , it offers a full - bodied profile which is enhanced when brewed as an espresso or using an aeropress , moka pot or a french press . kolli berri estate",india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,"chickmagaluru, karnataka",pranathi family,dried fruits,medium,"syrupy , full",""
blue_tokai,Attikan Estate | Medium-Dark Roast - Easy Pour,https://bluetokaicoffee.com/collections/you-may-also-like-1/products/attikan-estate-easy-pour-coffee-sachets,250,1425,sln-9,washed,attikan,MEDIUM_DARK,,not available attikan estate | medium - dark roast - easy pour,india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,karnataka,sangameshwar group,,medium,,""
blue_tokai,Silver Oak Cafe Blend,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/silver-oak-cafe-blend,470,1275,"","natural , washed",,MEDIUM,"hazelnut , honey , grapes","if our baristas have brewed you an espresso - based drink at any of our coffee shops , you’ll be familiar with this special offering since it’s our signature house blend ! our silver oak cafe blend features a combination of ground coffee beans , processed using either the washed or the unwashed method , to create and has a balanced profile that works well in espresso - based drinks as well as in manual brews such as aeropress , pour over or in cold brews . this versatile medium roast is named after the silver oak trees commonly found across coffee plantations in southern india . this offering is a small way of bringing our cafe experience to you . silver oak cafe blend",india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,karnataka + tamil nadu,,,medium,medium heavy,""
blue_tokai,South Indian Filter Blend,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/south-indian-filter-coffee,440,1365,"","natural , washed","barbara, kerehaklu, gowri",MEDIUM_DARK,"roasted hazelnut , toffee , cacao","our cold brew light is a seasonal blend of washed , honey and natural processed coffee beans roasted light to enhance the fruity and refreshing citrus notes with a chocolatey finish . crafted especially for a light fruity cold brew , this blend is best had black over ice , but also works well as pour over and aero press . introducing our very first south indian filter coffee blend , made especially for filter coffee lovers ! this medium - dark roast is a blend of arabica sourced from baarbara and gowri estates , and robusta from kerehaklu estate with distinctive taste notes of roasted hazelnut and toffee . this blend results in a heavy - bodied brew with sweet cocoa aromas , brownie with a dark chocolate profile , and milk pairs well . as you sip this coffee ( best suited with milk ) , you’ll enjoy the comforting aromas of cocoa and brownies . while it is best brewed using a south indian filter , it works well across other brewing methods as well . the natural coffee from gowri estate adds to this blend ' s sweetness and fruity profile , and the washed coffees from baarbara and kerehaklu make for a clean , nutty cup . if you’ve tried our vienna roast or dhak blend , you’ll love this one ! south indian filter blend",india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,"chickmagaluru, karnataka, yercaud, tamil nadu","shreeraksha purnesh, ajoy thipaiah , pranoy thipaiah, msp coffee, navin rajes","cocoa , brownies",low,heavy,"sweetness , fruity"
blue_tokai,The Rich & Bold Trio Pack-Coffee beans,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/the-rich-bold-trio-pack,490,,,,,,"vienna roast , french roast , silver oak",not available the rich & bold trio pack - coffee beans,india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,,,,,,""
blue_tokai,Thogarihunkal Estate,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/thogarihunkal-estate,490,1200,"sln-13, chandragiri",washed,thogarihunkal,MEDIUM,"brown sugar , green grape , roasted almond","start your day with the sweet aromas of toffee from our newest harvest from thogarihunkal estate . this delicious medium roast , with flavours of brown sugar , green grape and roasted almond , tastes great when taken black or with a little bit of milk . this coffee was processed using the washed method , developing the coffee beans to have a clean flavour profile with low acidity and bitterness , and a sweet , long aftertaste of honey and raisins . you can enjoy the smooth , buttery mouthfeel of this medium - bodied coffee by brewing it as an espresso or a pour over , or by using other manual brewing methods . thogarihunkal estate",india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,"chickmagaluru, karnataka",nandan gowda,toffee,low,"buttery , medium",sweet long aftertaste
blue_tokai,Unakki Estate,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/unakki-estate-washed,560,1204,"sln-13, sln-9, sln-795",washed,unnaki,MEDIUM,"chocolate , raisins , brown spices","nestled in the picturesque joldal palya of chikmagalur , unakki estate stretches across nearly 100 acres of lush green forests . this season , the estate presents a balanced medium roast , crafted to capture the essence of its unique terroir and provide a rich , satisfying coffee experience . it opens with a sweet , honey - like aroma taking you to the delicious notes of chocolate , brown spices and raisins . with a syrupy mouthfeel and a tea - like finish , expect medium bitterness and acidity in your brew . the perfect companion to moments of quiet , or pleasantly slow mornings , our roasters recommend brewing it black , either as an espresso , pour over , or using a moka pot or an aeropress . unakki estate",india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,"chickmagaluru, karnataka",utsav gowda,honey,medium,syrupy,"tea , sweet"
blue_tokai,Yellikodige Estate,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/yellikodige-estate,580,1158,sln-795,washed,yellikodige,MEDIUM_DARK,"caramel , cocoa , dried fruits","spanning 152 acres at an altitude of 3 , 800 feet in the scenic aldur region of chikmagalur , yellikodige estate boasts a rich history of over a century . dedicated to organic farming , this season ' s offering from yellikodige is a delightful coffee with chocolate and nutty notes , roasted to a medium - dark perfection for an exceptional taste experience . it begins with an enticing aroma of cola and cocoa , taking you to notes of caramel , cocoa and dried fruits . a silky mouthfeel along with a heavy body make for a complete and satisfying coffee experience with this one ! our roasters recommend brewing it black , either as an espresso , pour over or using a french press or a channi . yellikodige estate",india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,"chickmagaluru, karnataka","um ramesh rao, dinakar rao","cola , cocoa",medium,"heavy , silky",""
blue_tokai,Sampigehoney Estate,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/sampigehoney-estate,540,1159,sarchimor,washed,"sampigehoney, attikan, loyola, barbara",MEDIUM_DARK,"maple syrup , dark chocolate , black raisin","rich and creamy , this medium dark roast from sampigehoney estate opens with sweet aromas of honey and dried fruits , leading to notes of maple syrup , dark chocolate and black raisins in the cup . we love the syrupy mouthfeel of this coffee that is finished off with a touch of chocolate . pick this one for its smooth chocolatey and nutty flavour profile , much like our coffees from attikan , loyola and baarbara estates . it tastes great as is or with a little bit of milk , and we recommend brewing it using an aeropress , moka pot , french press , channi or as an espresso or a pour over . sampigehoney estate",india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,"chickmagaluru, karnataka, dindigul, tamil nadu","aveen rodrigues, yogitha, sangameshwar group, j nagarajan, n peter naresh, shreeraksha purnesh",,medium,syrupy,nutty
blue_tokai,Vienna Roast,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/vienna-roast,470,950,"",washed,,DARK,"cocoa , oaky , bitter sweet","the second darkest of our roasts , this blend , with coffee beans from karnataka and tamil nadu , has great body , low acidity , and is a favourite choice for coffee drinkers who enjoy a strong cup , with the characteristic bittersweet notes . the vienna roast is best enjoyed with milk . we recommend brewing this as an espresso or using manual brewing equipment such as moka pot , french press , or south indian filter . vienna roast",india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,chikmagalur + shevaroys,,,low,heavy,""
blue_tokai,Origin Unhurried: Chikmagalur Pack,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/origin-unhurried-chikmagalur-pack,580,,,,,,"yellikodige estate , kalledevarapura estate , unakki estate",not available origin unhurried : chikmagalur pack,india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,chikmagalur,,,,,""
blue_tokai,Monsoon Malabar AA- Hoysala Estate,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/monsoon-malabar-medium-dark-roast,540,1230,sln-795,monsooned,hoysala,MEDIUM_DARK,"cacao nibs , nutty , dried fruit","we’re excited to bring back monsoon malabar from hoysala estate . the unique flavour profile of this coffee develops when winds and humidity from seasonal monsoon rain change the characteristics of the coffee beans . while this process has its accidental roots in colonial india when a shipment to europe was attacked by the full force of monsoon winds , similar conditions have been recreated in a controlled environment for consistency in every lot produced . when roasted medium dark , the result is a medium - bodied cup that invites with sweet aromas of butter biscuits , treating you to notes of cacao nibs and dried fruit , concluding with the aftertaste of dark chocolate . best enjoyed when brewed as an espresso , in the moka pot or the french press , the nutty flavour profile of this coffee makes for a delicious cup , either milky or black . monsoon malabar aa - hoysala estate",india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,"chickmagaluru, karnataka",hoysala coffee,butter biscuits,low,heavy,""
blue_tokai,Monsoon Blend,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/monsoon-blend,550,1384,"sln-13, sln-9, sln-795","monsooned , washed",,MEDIUM_DARK,"plum , raisins , toffee","our newest offering from harvest ' 24 is a distinctive medium - dark roast , crafted especially to complement the magic of an indian monsoon . a blend of 100% arabica coffee from our partner farms in karnataka , it has a balanced flavour profile with medium acidity and bitterness . each cup greets you with the rich aroma of caramelised nuts , leading to a syrupy mouthfeel and medium - high body . notes of plum , raisins , and toffee unfold next , followed by a chocolatey and nutty aftertaste . our roasters recommend brewing it as an espresso , using a french press , or a moka pot . a versatile choice , it brews well black , and also goes great with milk . monsoon blend",india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,chikmagalur + biligiri hills,,caramelised nuts,medium,"syrupy , medium heavy","chocolatey , nutty"
blue_tokai,M.S. Estate,https://bluetokaicoffee.com/collections/roasted-and-ground-coffee-beans/products/m-s-estate-medium-roast-coffee-beans,580,1200,sln-795,washed,merthi,MEDIUM,"orange marmalade , dried date , earl grey tea","experience the taste of m . s . estate ' s newest coffee from koppa , chikmagalur , karnataka . this year , we have included the s795 variety , adding an extra layer of richness to the experience . when you first taste this medium roast , you’ll notice its unique depth and complexity . indulge in the aroma of dried fruits , with hints of apricots and peaches , further enhancing each sip . as you continue to sip , savour the combination of a chocolatey essence along with a distinct tea - like finish that lingers on the palate . merthi subbangudigy estate , otherwise known as m . s . estate , is located in the rolling sahyadri range of the western ghats . the estate has an organic certification , which means crop production at estate happens without the use of chemical fertilizers and pesticides ; along with an environmentally and socially responsible approach . m . s . estate",india,2024-10-10 04:23:57.357795,2024-10-10 04:25:14.406140,chikmagalur,"m . s . estate , is located in the rolling sahyadri , m . s . estate , m . s . estate ' s newest coffee from koppa","dried fruits , apricots",medium,medium,"tea , chocolatey"
bloom_coffee_roasters,vin van gogh - medium roast,https://bloomcoffeeroasters.in/collections/coffee/products/vin-van-gogh,480,1135,"sln-9, sln-5b, sln-6",washed,"venkids valley, moganad",MEDIUM_DARK,"berries , almonds , spiced chocolate","elevation : 3200 - 4250 ft . varietal : sl6 , sln9 , sln5b planters : pavan najappa and navin rajes processing : washed roast : medium dark tasting notes : berries , almonds , and spiced chocolate the origin of this blend goes a fair way back to when pavan ( venkids valley estate ) and navin ( moganad estate ) were schoolmates and were busy making plans for the world domination of indian speciality coffee ! little did they know then , that the catalyst for this would be small roastery out of chandigarh , of all the places who would put their two phenomenal washed arabicas together in a top secret ratio , name it after the one of the greatest painters of all time , which is also a word play on their names , and make it the most the delicious , versatile blend to have ever come out of the greater chandigarh region ! pavan and navin still remain very tight , and share flights , coffees , jokes , and the roasters they choose to work with ! thankfully , they both agreed to partner with us , which in turn enabled us to come up with this super tasty , bright like a red vineyard , over the cafe terrace at night , lit up by the starry night all stories aside our vin van gogh is our answer to a coffee blend that does everything very very well ! it makes a great fruity filter coffee , as well the perfect espresso to have as it is , or a lovely fluffy cappuccino ! pick the grind of your choice , and bask in the glory of vin’s and van’s artistry ! vin van gogh - medium roast",india,2024-10-03 19:31:26.635558,2024-10-10 04:24:59.437345,"coorg, karnataka, yercaud, tamil nadu","pavan nanjappa, msp coffee, navin rajes",,,,fruity
bloom_coffee_roasters,kenny ji - the cold brew blend,https://bloomcoffeeroasters.in/collections/coffee/products/kenny-ji-the-cold-brew-blend,480,,,,,,,"bright | smooth | easy “you don’t have to wait” any longer for the bloom coffee roasters cold brew blend . “the promise” that this holds is that , be it in “the morning” or “in the rain” or at the “end of the night” you will “forever be in love” with the smooth silky “silhouette” of this delicious coffee . from “the moment” you’ll have your first sip “by the time it’s over” , it’ll leave you “breathless” and wanting more . made from a top secret blend coffees , specially roasted for cold brew . it is so smooth that you might even find yourself listening to kenny g’s greatest hits …hit the sax ! kenny ji - the cold brew blend",india,2024-10-03 19:31:26.635558,2024-10-10 04:24:59.437345,,,,,smooth silky,""
bloom_coffee_roasters,meera - medium light roast,https://bloomcoffeeroasters.in/collections/coffee/products/meera-medium-light-roast,550,1350,"chandragiri, sln-6","natural , washed","krishnagiri, venkids valley",MEDIUM_LIGHT,"caramel , bakers chocolate , berries , vanilla","estates : venkids valley estate & krishnagiri estate region : coorg & chikmagalur elevation : 1100 - 1600 masl varietal : sln6 , chandragiri processing : washed & naturals roast : medium light tasting notes : caramel , bakers chocolate , berries and vanilla meera - a fearless espresso blend that breaks the conventions of what an espresso blend should be ! meera is our medium - light roast espresso blend with notes of strawberries , baker’s chocolate , vanilla and decadent caramel . this is our tribute to one of india ' s most celebrated mystic poets , meera bai . meera features two incredible coffees , our staple washed arabica from coorg’s favourite plantation , the venkids valley estate , and a stunning “natural naturals“ from the krishnagiri estate , located in some of the highest elevations of chikmagalur . what do we get when we blend a clean bright washed and a super sweet , jammy natural naturals ? a yummy , sweet , super complex , rich espresso , which holds its own in milk beverages as well ! it’s fair to say that this blend has had a pretty long development phase , but you know that we don’t take our blends lightly , and launch them only when we’re really happy with it , and right now we’re delighted with this and are finally ready to introduce you to “meera” . recommended recipe : dose : being a lighter roast , we would recommend dosing one - half a gram lesser than what you would dose for a medium/medium dark roast coffee grind size : grind a step or two finer than what you would normally for a medium roast yield : we recommend a yield of 2 . 5 times the dose of the dry coffee . for eg : dose : 20 grams ; yield : 50 grams time : the lighter the roast , the more you need to extract to get good sweetness and complexity . we like shots between 28 - 33 seconds for a straight 9 - bar approach for meera . if you can pressure profile , we like to start with a 5 - second pre - infusion at 2 bars , and then ramp up to 8 bars till we hit the desired yield , which usually takes around 45 - 50 seconds . puck prep : we can ' t over - emphasise how important the puck prep is for a coffee like this . make sure , you dose correctly and evenly , wdt is highly recommended here , tamp as evenly as you can and clean around the edges of the portafilter . this will minimise channelling and give you a more even extraction . meera - medium light roast",india,2024-10-03 19:31:26.635558,2024-10-10 04:24:59.437345,"chickmagaluru, karnataka, coorg"," karunya gowda, himakirthi gowda, pavan nanjappa",,,,""
bloom_coffee_roasters,papakuchi coffee (washed) - coorg (light roast),https://bloomcoffeeroasters.in/collections/coffee/products/papkuchi-coffee-washed-coorg-light-roast,500,1097,sln-6,washed,venkids valley,LIGHT,"malt , red apple , pomegranate juice","elevation : 3600 ft . varietal : sln6 processing : washed roast : light tasting notes : malt , red apple , pomegranate juice for those who know , pavan and shilpa nanjappa ' s magnificent coffee estate , the venkids valley estate , goes by the name of “papakuchi coffee” . as we all know by now , they grow some super duper delicious arabicas as well as robustas that have received so much love from everyone who has had them over the last year . when we got this year’s washed arabica and did our profiling process we realised that this coffee had somehow become sweeter and even more yummy than the year before , and to our sheer joy it really stood out as a light roast ! with sweet notes of red apple and pomegranate juice , a subtle acidity , and a pretty rich body this light roast is a great addition filter coffee lover . the best part , this coffee will be available throughout the year , and if we have it our way , forever and ever ! papakuchi coffee ( washed ) - coorg ( light roast )",india,2024-10-03 19:31:26.635558,2024-10-10 04:24:59.437345,"coorg, karnataka",pavan nanjappa,,,,""
bloom_coffee_roasters,pulney coffee (washed) - pulney hills - medium roast,https://bloomcoffeeroasters.in/collections/coffee/products/pulney-coffee-washed-pulney-hills-medium-roast,550,1499,"sln-9, chandragiri",washed,,MEDIUM,"citrus fruits , cherries , nuts","farm : laks farm , pachalur village planter : mr . h . r . iyer elevation : 4920 ft . variety : chandragiri and sl9 processing : washed roast : medium tasting notes : citrus fruits , cherries , and nuts originating from one of the highest growing regions in tamil nadu , these coffees are dense and have a beautiful aftertaste because of the high growing region . the laks farm is completely organic and devoid of any chemical pesticides and fertilisers . the coffees are intercropped with oranges , cardamom , pepper and banana . the beans of the highest brix are identified ( colour coded bands are given to workers at the estate to pick the cherries ) . they are sorted for defects twice before using the penagos washer + pulper . floats are removed and the coffee beans with little bit of mucilage are dried on raised beds . they are exposed to the morning sun for the first two days and then completely dried in shade for a period of 20 - 25 days . mr . iyer is without doubt one of the sweetest and most earnest people we have encountered in coffee and with passion and efforts of viggnesh in processing , this coffee was one of the best washed coffees we tasted this year ! this medium roast has sweet notes of cherry , and nuts with a mild citrus acidity , and works really well both black and with milk , as a filter or an an espresso ! pulney coffee ( washed ) - pulney hills - medium roast",india,2024-10-03 19:31:26.635558,2024-10-10 04:24:59.437345,"pachalur , tamil nadu",mr . h . r . iyer,,"citric , mild",,""
bloom_coffee_roasters,ratnagiri estate - washed - chikmagalur - light roast,https://bloomcoffeeroasters.in/collections/coffee/products/ratnagiri-estate-washed-chikmagalur-light-roast,600,1450,catuai,washed,ratnagiri,LIGHT,"malta , coffee blossom , cherries","elevation : 1450 masl variety : catuai processing : washed fermentation : 30 hours anaerobic fermentation roast : light producers : mr . ashok patre tasting notes : malta , coffee blossom and cherries this washed cautai is one of the cleanest and brightest coffees we tasted this year . the cherries underwent a 30 - hour in - fruit anaerobic fermentation and were then pulped and washed , and slowly dried for 20 days on raised beds . the anaerobic fermentation along with an immaculate washing process , has created a phenomenal layer of complexity while retaining the coffee ' s true flavour profile . catuai as a variety is making a resurgence the world over , and farms like ratnagiri are leading the way for it in india . with meticulous farming methods and advanced processing techniques , indian catuais are becoming some of the coveted coffees . with this washed coffee , we feel that the variety really shines through in the cup . for washed coffees , we like to focus on creating a clean but elegant cup through our roast profile . with a quick drying and longer maillard , we were able to retain its floral notes and its citrus acidity while creating a sweet and lingering finish and structure . this coffee is perhaps best enjoyed as a filter , but who’s stopping you from making incredible espressos from this ? ratnagiri estate - washed - chikmagalur - light roast",india,2024-10-03 19:31:26.635558,2024-10-10 04:24:59.437345,"chickmagaluru, karnataka",ashok patre,,citric,,""
bloom_coffee_roasters,ro-busta rhymes - dark roast,https://bloomcoffeeroasters.in/collections/coffee/products/ro-busta-rhymes-medium-dark-roast,440,1005,sln-795,"natural , washed","venkids valley, moganad",MEDIUM_DARK,,"elevation : 3300 ft . – 4500ft . varietal : arabica s795 , robusta planters : navin rajes , and pavan nanjappa processing : washed arabica and naturals robusta roast : medium dark this blend features the lovely washed arabica from the moganad estate , and the natural processed robusta from the venkids valley estate . but beware , if you’re expecting a bitter , boring blend , this will let you down ! ro - busta rhymes is a super duper tasty blend that really brings the best out both species of the coffees , but what’s really interesting is that acidity and the sweetness in this blend comes a great deal from the robusta ! we recommend you try this blend black just to really get a feel of what the robusta brings to it ! ro - busta rhymes - dark roast",india,2024-10-03 19:31:26.635558,2024-10-10 04:24:59.437345,"coorg, karnataka, yercaud, tamil nadu","pavan nanjappa, msp coffee, navin rajes",,,,""
